"row ID","row m/z","row retention time","row ion mobility","row ion mobility unit","row CCS","correlation group ID","annotation network number","best ion","auto MS2 verify","identified by n=","partners","neutral M mass","t0_Ec_1.mzML Peak area","t0_Ec_2.mzML Peak area","t0_Ec_3.mzML Peak area","t0_Ec_C.mzML Peak area","t1_Ec_1.mzML Peak area","t1_Ec_2.mzML Peak area","t1_Ec_3.mzML Peak area","t1_Ec_C.mzML Peak area","t2_Ec_1.mzML Peak area","t2_Ec_2.mzML Peak area","t2_Ec_3.mzML Peak area","t2_Ec_C.mzML Peak area","t3_Ec_1.mzML Peak area","t3_Ec_2.mzML Peak area","t3_Ec_3.mzML Peak area","t3_Ec_C.mzML Peak area","t4_Ec_1.mzML Peak area","t4_Ec_2.mzML Peak area","t4_Ec_3.mzML Peak area","t4_Ec_C.mzML Peak area","t5_Ec_1.mzML Peak area","t5_Ec_2.mzML Peak area","t5_Ec_3.mzML Peak area","t5_Ec_C.mzML Peak area","t6_Ec_1.mzML Peak area","t6_Ec_2.mzML Peak area","t6_Ec_3.mzML Peak area","t6_Ec_C.mzML Peak area","t7_Ec_1.mzML Peak area","t7_Ec_2.mzML Peak area","t7_Ec_3.mzML Peak area","t7_Ec_C.mzML Peak area","t8_Ec_1.mzML Peak area","t8_Ec_2.mzML Peak area","t8_Ec_3.mzML Peak area","t8_Ec_C.mzML Peak area","t9_Ec_1.mzML Peak area","t9_Ec_2.mzML Peak area","t9_Ec_3.mzML Peak area","t9_Ec_C.mzML Peak area"
663,581.2173194,1.6334082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22707.97,21251.95,17408.986,3766,24473.88,18115.387,19936.871,3766,18080.646,28521.156,23804.004,3766,9697.328,3766,27453.031,15509.858,19887.73,22950.9,17213.133,21781.246,25127.834,16401.049,22613.29,21154.654,21467.69,19907.662,10604.378,19873.605,15194.176,22408.42,19265.055,27205.957,19079.73,21304.855,19845.328,23011.783,18884.244,15690.093,21215.262,3766
664,264.1310214,1.6330786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32007.576,30436.303,35167.703,3766,38655.797,38816.055,41639.047,3766,50828.707,35366.562,55327.316,3766,24811.818,21485.621,31743.486,42167.066,47817.04,31425.982,27552.736,39749.48,45700.168,38867.11,55817.55,35851.543,43051.28,33461.15,33848.395,55724.52,34897.688,36120.332,39449.945,33423.16,34775.973,38628.35,48640.504,42609.18,36371.285,30349.078,44360.508,39344.535
666,263.1288448,1.6348187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023458.44,1023991.8,1004488.1,3766,1012040.06,998133.3,1046943.75,3766,714857.7,1072927,1046565.1,3766,657096.56,504680,1006731.06,1054700.2,997595.06,1046052.44,1051772.8,1041051.44,1062217.9,1056504.9,1060600.8,550886.7,1055934.5,549018.9,977116.44,1118016.2,687936.75,1019243.6,665516.6,997096.75,1004784.9,1038621.3,1033726.6,634238.06,1040386.4,1047315.7,1067704.2,989263.6
668,233.1281422,1.6310706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
669,543.2211731,1.6330849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
672,839.2986428,1.6335751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
674,283.1050436,1.6347365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
676,361.0475057,1.6350085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173078.95,238609.27,176110.4,3766,79845.43,233393.36,244205.78,3766,146460.7,248024.2,143708.19,3766,187139.42,74519.39,168984.05,153156.83,105467.27,161735.44,157915.84,167097.75,181971.64,114004.44,170257.19,111887.984,157684.47,142476.7,128142.94,109823.7,87491.695,68233.1,87568.56,54911.62,141642.7,97925.72,215149.62,92955.1,147601.19,84337.19,82467.01,140370.42
677,261.1230733,1.6327484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64800000,64900000,64700000,45710.164,64400000,63700000,66700000,34732.766,65800000,67900000,66700000,50876.074,42200000,3.2e+07,64100000,67200000,63400000,66400000,67100000,66600000,67600000,6.7e+07,67800000,66100000,68400000,60400000,62200000,71500000,63400000,65200000,64200000,63600000,64300000,66800000,65700000,68700000,66400000,68400000,68800000,63500000
678,540.7140158,1.6366001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,7041.725,3766,7181.966,6310.437,10060.14,3766,3766,3766,3791.1702,9444.363,9205.046,9598.867,10543.615,4385.1655,10636.209,13252.386,9937.027,4784.877,7143.6523,5122.4478,5525.3896,8672.903,6982.028,6147.5474,3766,5905.9014,3766,3766,7664.387,3766,9419.502,6474.598,6390.579,3766
679,629.1722422,1.6356761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58910.8,51391.656,87578.016,3766,61189.082,88638.42,62393.82,3766,56164.26,75924.55,52587.01,3766,40180.223,28437.912,66751.984,64682.527,61584.57,66038.14,63236.855,58104.586,71871.79,61015.03,63045.78,50069.29,53367.363,35329.223,37286.844,74794.98,41992.37,44010.824,39978.32,36198.09,43129.066,42246.504,46617.71,46856.62,40868.1,39930.695,44257.363,38734.4
682,341.0624974,1.6365621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21284.52,20772.855,28011.125,3766,30436.348,22543.74,34247.414,3766,21010.787,14253.04,23483.162,3766,32003.988,23513.889,26350.95,9883.444,23863.037,12057.121,15618.245,24673.783,11435.942,33260.457,29654.371,28333.973,19365,18867.826,29524.984,29981.963,24746.438,16903.025,29692.361,23936.812,26907.275,25785.312,26381.996,25203.256,23286.607,20499.62,21069.629,23856.61
685,262.126478,1.6349777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
688,345.0756042,1.6303338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41882.082,95076.234,72981.016,3766,29814.646,42604.152,57691.914,3766,63382.457,58429.523,46132.535,3766,48141.812,50578.99,92268.73,64263.594,41782.4,62428.848,74412.52,10059.428,52457.45,9319.514,58739.3,49535.375,63826.934,57939.01,39871.426,44076.426,51687.953,40365.414,56984.477,58914.047,45196.133,98113.87,56904.2,54960.8,44285.145,46318.023,65550.44,45300.113
689,359.0722572,1.639854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20220.033,12639.28,17900.943,3766,28246.71,26111.879,24421.605,3766,16424.98,19646.072,12988.088,3766,25630.557,21306.422,12818.044,20687.928,16083.513,17067.805,18709.814,21457.602,12354.6875,11955.268,18862.795,19553.521,16983.787,7641.747,10479.307,16831.844,11287.132,13173.556,3766,3766,14121.712,14021.275,14545.505,10954.742,13359.993,12327.07,7614.7544,11608.597
690,322.1068009,1.5925382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
691,879.2568305,1.6316061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
692,540.2129079,1.6362864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16302.29,14218.909,7865.556,3766,11047.9795,14232.742,15702.175,3766,17297.262,18554.523,14679.953,3766,5185.704,3766,18232.121,12541.49,20266.5,20064.938,19930.25,16926.334,22915.219,16860.07,22081.07,16122.578,27574.57,9661.885,11854.603,18680.32,14677.886,5644.31,12852.871,15873.755,15193.5,13920.567,16603.727,17325.105,17496.139,17274.484,20203.48,12146.267
695,521.2391489,1.6363277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218811.6,247068.64,245526.22,3766,218457.53,218743.7,260706.62,3766,239491.67,260734.86,290900.9,3766,124817.586,76013.69,227758.55,262957.03,231969.84,292612.4,253122.84,209886.53,257739.11,282114,306521.75,230914.98,292249.8,266535.44,282668.9,293386.8,207585.73,244626.62,214875.5,218615.55,185140.77,248386.89,248451.6,223052.44,211446.44,202230.72,256639.17,180046.98
696,280.0960941,1.6353933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82022.11,83983.54,81817.234,3766,76915.45,110417.48,109331.33,3766,131405.44,153072.81,132589.58,3766,52337.855,50842.105,132374.78,106889.03,116193.45,109973.15,124153.46,87292.46,116730.7,30974.902,125349.336,91932.3,68056.65,104566.836,124783.18,120070.6,96690.58,113443.77,128900.73,102512.79,142714.55,107642.34,107555.914,73755.24,36345.87,52507.312,111235.445,91013.055
698,410.1536402,1.6413106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
699,284.1086351,1.6344604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50279.188,178211.02,127501.36,3766,121233.12,124452.39,221493.5,3766,306693.53,240658.39,298774.97,3766,221402,134470.58,396837.66,269370.9,451490.25,560296,393112.5,292179.34,397541.75,339863.78,486459.47,381745.06,341474,375231.97,354714.5,632805.8,286956.9,436039.56,609683.1,279856.8,402668.1,448362.03,518455.12,254441.66,491615.28,446652.62,443615,415527.9
701,171.5682809,1.6432558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9358.515,4453.6367,10092.847,3766,13826.345,12042.699,10751.016,3766,6748.791,14221.701,13614.938,3766,10421.836,5895.8145,12672.928,11967.895,3766.7083,11951.15,7247.743,8583.679,13584.831,15069.067,13716.542,11600.78,11531.982,12510.489,11319.985,14859.825,9027.974,15601.454,12744.938,9283.112,7753.149,6149.1157,15822.303,8995.091,4338.8335,13995.195,11241.948,8770.534
702,188.562421,1.6447338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
703,191.0654436,1.641918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
705,266.1865437,1.646108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
707,670.2693668,1.6360917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
709,296.0996786,1.6700122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
710,179.5571891,1.6410681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65478.88,80127.45,86072.49,3766,65246.33,86431.72,64595.6,3766,93904.164,98196.12,173611.83,3766,77792.81,58019.992,67745.2,101842.27,97628.7,114074.46,62264.184,93826.99,80254.336,95965.85,106381.82,85010.02,105994.92,98771.34,104082.96,102654.89,132623.64,75094.94,100038.14,99259.67,99354.49,98415.766,84383.836,91152.18,97686.54,81521.84,49747.793,80996.766
712,319.1287765,1.647443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
713,217.1335776,1.726923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
714,298.115848,1.6507976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
717,329.0974705,1.6364088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
718,276.1339539,1.6603134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
720,280.0962021,1.6414694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65240.074,79667.78,67919.7,3766,76915.45,81220.01,88603.72,3766,101139.18,133355.67,82468.44,3766,52337.855,50842.105,80705.086,94663.766,69764.97,84280.91,94949.57,87292.46,114021.2,70915.945,113267.62,91932.3,104099.8,53830.516,66631.15,99954.24,68170.61,84172.08,58624.19,94475.18,78219.06,84504.4,101431.32,73755.24,76731.11,52972.36,111235.445,91618.51
721,284.1313194,1.6729645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7135.385,3766,35646.812,11236.944,35314.348,3766,34152.113,26359.115,17071.18,4387.1543
724,349.2232173,1.6619471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22827.137,21099.85,13944.339,3766,14256.041,18573.957,17451.889,3766,12006.385,11452.956,12916.314,3766,10273.04,6880.2773,10953.8545,10178.914,7030.8867,9285.532,9054.748,7351.278,6704.3643,7095.21,6825.945,6544.0493,6298.3213,7255.9062,10791.896,4056.395,10514.757,11250.012,10644.29,9807.16,11333.718,11113.583,11652.002,11072.134,7410.3633,10517.263,11456.34,7662.1685
729,629.1725183,1.6371359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52018.645,49357.832,33294.035,3766,29108.797,49066.918,45693.87,3766,44359.082,48187.223,44677.938,3766,34160.223,14625.929,46751.99,48002.023,44345.336,37128.32,51250.12,29954.791,48440.863,23141.488,43590.508,35188.176,41368.78,32726.842,16638.133,44373.965,21988.773,44831.785,12988.953,37558.812,20889.94,33242.668,32699.91,47565.754,27295.727,41101.59,38690.406,36548.793
731,155.117891,1.6745355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
734,298.1158247,1.6538801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
735,364.268998,1.7067484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
736,185.1283846,1.7832446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
737,276.1340846,1.6647067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82984.94,72014.09,62890.29,3766,40791.58,74159.72,65934.49,3766,78566.734,63206.5,108623.24,3766,40648.098,38977.9,42548.156,63777.445,66979.734,63767.824,59173.605,46916.465,60951.02,70607.67,85243.15,66675.28,53286.2,69700.56,65716.125,90208.516,80758.875,81835.32,76160.97,81207.11,76610.875,85043.195,73533.73,79663.17,91368.516,105595.55,134448.31,104789.49
738,323.1114407,1.6698673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
739,174.1107662,1.7048016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
740,173.1073082,1.6999058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
741,287.150147,1.7032126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
742,401.293682,1.7337319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
743,301.12932,1.709659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55649.168,65449.32,85800.13,3766,57738.285,55436.16,89658.98,3766,49393.863,56342.496,56445.5,3766,33371.008,25426.217,62114.8,89025.18,43766.55,88077.83,53615.79,50233.32,46582.594,54801.34,90045.336,78575.29,64303.215,54015.324,57576.33,51227.496,58252.055,53387.098,67492.76,56561.02,53115.777,67966.39,69043.586,58578.285,55882.293,75094.48,68490.41,61021.23
744,249.1235906,1.7181625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41067.19,45606.188,43591.37,3766,44170.188,40480.48,47852.367,3766,42902.01,48611.9,41517.23,3766,25818.238,19346.338,44999.027,43414.973,43814.348,52659.125,48606.844,51181.71,43243.637,43439.58,57229.824,45982.453,47539.117,45038.496,40622.73,49660.57,48742.363,47930.63,49909.973,47195.92,50184.64,59656.824,58392.01,59827.562,70172.26,71232.36,74207.27,59896.816
746,180.0832754,1.7620873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
748,364.2689423,1.7318293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
751,237.1595367,1.7404929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
753,274.1185088,1.7490559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247780.98,248819.03,242507.34,3766,239302.22,245778.67,247777.03,3766,248596.42,253649.02,253765.3,3766,146668.77,109279.67,242929.88,250576.8,235507.64,250097.34,249555.38,249842.98,248029.33,252063.2,264439.75,248742.53,255490.39,230758.53,232917.92,269433,236887.94,245986.16,247621.97,240933.34,245614.1,264405.2,259789.23,262583.25,265073.47,269645.7,278427.5,247690.45
754,208.096802,1.7513015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41440.85,39340.316,36860.695,3766,36211.844,35592.125,35334.402,3766,31042.096,30202.129,32814.914,3766,12700.596,6945.794,27912.63,28259.955,24614.854,29555.992,30472.592,11800.967,25580.088,29064.535,26344.21,3766,22346.865,10341.856,23611.457,6302.9263,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
755,289.1179843,1.7455347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
756,295.11092,1.7536266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80007.766,81663.336,81091.87,3766,77227.5,73240.96,84431.46,3766,78674.17,85392.85,82681.305,3766,42644.145,31484.648,74914.94,84071.234,76249.41,81508.984,82302.05,78737.984,83044.48,70960.09,86056.04,79664.45,84062.23,65339.152,71351.35,89677.19,75361.19,74079.65,62338.53,77934.8,72316.71,75083.086,80883.13,79924.375,79748.375,77281.99,82811.75,73645.86
757,185.1436386,1.7942364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
758,185.1089079,1.7982509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
761,202.0838659,1.7591953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
762,180.1018463,1.7612095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415894.1,424089.9,419276.88,3766,430586.3,436224.97,454652.4,3766,460402.4,472674.28,460122.47,3766,257308.83,190523.4,440154,476128.88,445266.75,476043.34,475781.88,479783.25,483414.75,480388.97,492180.7,467163.84,490937.44,450838.66,478636.44,550709.5,636934.8,659548,649187.1,608916.5,702091.1,761055.8,748169.56,693006.75,755214.8,754485.2,777848.6,631408.2
764,153.102167,1.7618321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
765,253.1911359,1.7585338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5872.496,22024.324,19416.904,3766,13408.947,20619.99,17469.523,3766,17932.121,14689.247,5302.1943,3766,13033.8955,6468.296,23108.156,21677.625,24645.994,25832.56,26013.97,17304.82,25802.598,21268.516,26028.736,19940.562,24572.816,25529.736,26840.615,28186.992,28503.879,28263.033,30261.26,26056.201,31360.42,31789.36,34077.523,27565.49,28424.09,29017.584,30745.588,24488.426
766,384.5362438,1.7818409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
768,359.1956237,1.7666726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
769,180.1206256,1.7647842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
770,576.3009163,1.7710136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
772,247.1443209,1.7886938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
